Book Author,Book Name,Book URL,Chapter Name,Chapter Number,Page,Paragraph,Text,Topic
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,4,11,"Figure 1.2 Plot of a training data set of N = 10 points, shown as blue circles, each comprising an observation of the input variable x along with the corresponding target variable t.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,4,12,"Finally, the technique of reinforcement learning (Sutton and Barto, 1998) is con- cerned with the problem of ﬁnding suitable actions to take in a given situation in order to maximize a reward. Here the learning algorithm is not given examples of optimal outputs, in contrast to supervised learning, but must instead discover them by a process of trial and error. Typically there is a sequence of states and actions in which the learning algorithm is interacting with its environment. In many cases, the current action not only affects the immediate reward but also has an impact on the re- ward at all subsequent time steps. For example, by using appropriate reinforcement learning techniques a neural network can learn to play the game of backgammon to a high standard (Tesauro, 1994). Here the network must learn to take a board position as input, along with the result of a dice throw, and produce a strong move as the output. This is done by having the network play against a copy of itself for perhaps a million games. A major challenge is that a game of backgammon can involve dozens of moves, and yet it is only at the end of the game that the reward, in the form of victory, is achieved. The reward must then be attributed appropriately to all of the moves that led to it, even though some moves will have been good ones and others less so. This is an example of a credit assignment problem. A general feature of re- inforcement learning is the trade-off between exploration, in which the system tries out new kinds of actions to see how effective they are, and exploitation, in which the system makes use of actions that are known to yield a high reward. Too strong a focus on either exploration or exploitation will yield poor results. Reinforcement learning continues to be an active area of machine learning research. However, a \end{verbatim} egin{verbatim} The green curve shows the function sin(2πx) used to gener- ate the data. Our goal is to pre- dict the value of t for some new value of x, without knowledge of the green curve.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,4,13,"detailed treatment lies beyond the scope of this book. Although each of these tasks needs its own tools and techniques, many of the key ideas that underpin them are common to all such problems. One of the main goals of this chapter is to introduce, in a relatively informal way, several of the most important of these concepts and to illustrate them using simple examples. Later in the book we shall see these same ideas re-emerge in the context of more sophisti- cated models that are applicable to real-world pattern recognition applications. This chapter also provides a self-contained introduction to three important tools that will be used throughout the book, namely probability theory, decision theory, and infor- mation theory. Although these might sound like daunting topics, they are in fact straightforward, and a clear understanding of them is essential if machine learning techniques are to be used to best effect in practical applications.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,4,14,"We begin by introducing a simple regression problem, which we shall use as a run- ning example throughout this chapter to motivate a number of key concepts. Sup- pose we observe a real-valued input variable x and we wish to use this observation to predict the value of a real-valued target variable t. For the present purposes, it is in- structive to consider an artiﬁcial example using synthetically generated data because we then know the precise process that generated the data for comparison against any learned model. The data for this example is generated from the function sin(2πx) with random noise included in the target values, as described in detail in Appendix A.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,5,15,"Now suppose that we are given a training set comprising N observations of x, written x ≡(x1, . . . , xN)T, together with corresponding observations of the values of t, denoted t ≡(t1, . . . , tN)T. Figure 1.2 shows a plot of a training set comprising N = 10 data points. The input data set x in Figure 1.2 was generated by choos- ing values of xn, for n = 1, . . . , N, spaced uniformly in range [0, 1], and the target data set t was obtained by ﬁrst computing the corresponding values of the function \end{verbatim} egin{verbatim} sin(2πx) and then adding a small level of random noise having a Gaussian distri- bution (the Gaussian distribution is discussed in Section 1.2.4) to each such point in order to obtain the corresponding value tn. By generating data in this way, we are capturing a property of many real data sets, namely that they possess an underlying regularity, which we wish to learn, but that individual observations are corrupted by random noise. This noise might arise from intrinsically stochastic (i.e. random) pro- cesses such as radioactive decay but more typically is due to there being sources of variability that are themselves unobserved.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,5,16,"Our goal is to exploit this training set in order to make predictions of the value t of the target variable for some new value x of the input variable. As we shall see later, this involves implicitly trying to discover the underlying function sin(2πx).",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,5,17,"This is intrinsically a difﬁcult problem as we have to generalize from a ﬁnite data set. Furthermore the observed data are corrupted with noise, and so for a given x there is uncertainty as to the appropriate value for t. Probability theory, discussed in Section 1.2, provides a framework for expressing such uncertainty in a precise and quantitative manner, and decision theory, discussed in Section 1.5, allows us to exploit this probabilistic representation in order to make predictions that are optimal according to appropriate criteria.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,5,18,"For the moment, however, we shall proceed rather informally and consider a simple approach based on curve ﬁtting. In particular, we shall ﬁt the data using a polynomial function of the form y(x, w) = w0 + w1x + w2x2 + . . . + wMxM = M  j=0 wjxj (1.1) where M is the order of the polynomial, and xj denotes x raised to the power of j.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,5,19,"The polynomial coefﬁcients w0, . . . , wM are collectively denoted by the vector w. Note that, although the polynomial function y(x, w) is a nonlinear function of x, it is a linear function of the coefﬁcients w. Functions, such as the polynomial, which are linear in the unknown parameters have important properties and are called linear models and will be discussed extensively in Chapters 3 and 4.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,6,20,"Figure 1.3 The error function (1.2) corre- sponds to (one half of) the sum of the squares of the displacements (shown by the vertical green bars) of each data point from the function y(x, w).",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,6,21,"The values of the coefﬁcients will be determined by ﬁtting the polynomial to the training data. This can be done by minimizing an error function that measures the misﬁt between the function y(x, w), for any given value of w, and the training set data points. One simple choice of error function, which is widely used, is given by the sum of the squares of the errors between the predictions y(xn, w) for each data point xn and the corresponding target values tn, so that we minimize E(w) = 1 2 N  n=1 {y(xn, w) −tn}2 (1.2) where the factor of 1/2 is included for later convenience. We shall discuss the mo- tivation for this choice of error function later in this chapter. For the moment we simply note that it is a nonnegative quantity that would be zero if, and only if, the \end{verbatim} egin{verbatim} t x y(xn, w) tn xn function y(x, w) were to pass exactly through each training data point. The geomet- rical interpretation of the sum-of-squares error function is illustrated in Figure 1.3.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,6,22,"We can solve the curve ﬁtting problem by choosing the value of w for which E(w) is as small as possible. Because the error function is a quadratic function of the coefﬁcients w, its derivatives with respect to the coefﬁcients will be linear in the elements of w, and so the minimization of the error function has a unique solution, denoted by w⋆, which can be found in closed form. The resulting polynomial is given by the function y(x, w⋆).",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,6,23,"There remains the problem of choosing the order M of the polynomial, and as we shall see this will turn out to be an example of an important concept called model comparison or model selection. In Figure 1.4, we show four examples of the results of ﬁtting polynomials having orders M = 0, 1, 3, and 9 to the data set shown in Figure 1.2.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,6,24,"We notice that the constant (M = 0) and ﬁrst order (M = 1) polynomials give rather poor ﬁts to the data and consequently rather poor representations of the function sin(2πx). The third order (M = 3) polynomial seems to give the best ﬁt to the function sin(2πx) of the examples shown in Figure 1.4. When we go to a much higher order polynomial (M = 9), we obtain an excellent ﬁt to the training data. In fact, the polynomial passes exactly through each data point and E(w⋆) = 0.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,6,25,"However, the ﬁtted curve oscillates wildly and gives a very poor representation of the function sin(2πx). This latter behaviour is known as over-ﬁtting.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,7,26,"Figure 1.4 Plots of polynomials having various orders M, shown as red curves, ﬁtted to the data set shown in Figure 1.2.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,7,27,"As we have noted earlier, the goal is to achieve good generalization by making accurate predictions for new data. We can obtain some quantitative insight into the dependence of the generalization performance on M by considering a separate test set comprising 100 data points generated using exactly the same procedure used to generate the training set points but with new choices for the random noise values included in the target values. For each choice of M, we can then evaluate the residual value of E(w⋆) given by (1.2) for the training data, and we can also evaluate E(w⋆) for the test data set. It is sometimes more convenient to use the root-mean-square \end{verbatim} egin{verbatim} x t M = 0 0 1 −1 0 1 x t M = 1 0 1 −1 0 1 x t M = 3 0 1 −1 0 1 x t M = 9 0 1 −1 0 1 (RMS) error deﬁned by ERMS =  2E(w⋆)/N (1.3) in which the division by N allows us to compare different sizes of data sets on an equal footing, and the square root ensures that ERMS is measured on the same scale (and in the same units) as the target variable t. Graphs of the training and test set RMS errors are shown, for various values of M, in Figure 1.5. The test set error is a measure of how well we are doing in predicting the values of t for new data observations of x. We note from Figure 1.5 that small values of M give relatively large values of the test set error, and this can be attributed to the fact that the corresponding polynomials are rather inﬂexible and are incapable of capturing the oscillations in the function sin(2πx). Values of M in the range 3 ⩽M ⩽8 give small values for the test set error, and these also give reasonable representations of the generating function sin(2πx), as can be seen, for the case of M = 3, from Figure 1.4.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,8,28,"Figure 1.5 Graphs of the root-mean-square error, deﬁned by (1.3), evaluated on the training set and on an inde- pendent test set for various values of M.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,8,29,Table 1.1 Table of the coefﬁcients w⋆for polynomials of various order.,Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,8,30,"For M = 9, the training set error goes to zero, as we might expect because this polynomial contains 10 degrees of freedom corresponding to the 10 coefﬁcients w0, . . . , w9, and so can be tuned exactly to the 10 data points in the training set.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,8,31,"However, the test set error has become very large and, as we saw in Figure 1.4, the corresponding function y(x, w⋆) exhibits wild oscillations.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,8,32,"This may seem paradoxical because a polynomial of given order contains all lower order polynomials as special cases. The M = 9 polynomial is therefore capa- ble of generating results at least as good as the M = 3 polynomial. Furthermore, we might suppose that the best predictor of new data would be the function sin(2πx) from which the data was generated (and we shall see later that this is indeed the case). We know that a power series expansion of the function sin(2πx) contains terms of all orders, so we might expect that results should improve monotonically as we increase M.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,8,33,"We can gain some insight into the problem by examining the values of the co- efﬁcients w⋆obtained from polynomials of various order, as shown in Table 1.1.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,8,34,"We see that, as M increases, the magnitude of the coefﬁcients typically gets larger. In particular for the M = 9 polynomial, the coefﬁcients have become ﬁnely tuned to the data by developing large positive and negative values so that the correspond- Observe how the typical mag- nitude of the coefﬁcients in- creases dramatically as the or- der of the polynomial increases.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,9,35,Figure 1.6 Plots of the solutions obtained by minimizing the sum-of-squares error function using the M = 9 polynomial for N = 15 data points (left plot) and N = 100 data points (right plot). We see that increasing the size of the data set reduces the over-ﬁtting problem.,Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,9,36,"ing polynomial function matches each of the data points exactly, but between data points (particularly near the ends of the range) the function exhibits the large oscilla- tions observed in Figure 1.4. Intuitively, what is happening is that the more ﬂexible polynomials with larger values of M are becoming increasingly tuned to the random noise on the target values.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,9,37,"It is also interesting to examine the behaviour of a given model as the size of the data set is varied, as shown in Figure 1.6. We see that, for a given model complexity, the over-ﬁtting problem become less severe as the size of the data set increases.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,9,38,"Another way to say this is that the larger the data set, the more complex (in other words more ﬂexible) the model that we can afford to ﬁt to the data. One rough heuristic that is sometimes advocated is that the number of data points should be no less than some multiple (say 5 or 10) of the number of adaptive parameters in the model. However, as we shall see in Chapter 3, the number of parameters is not necessarily the most appropriate measure of model complexity.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,9,39,"Also, there is something rather unsatisfying about having to limit the number of parameters in a model according to the size of the available training set. It would seem more reasonable to choose the complexity of the model according to the com- plexity of the problem being solved. We shall see that the least squares approach to ﬁnding the model parameters represents a speciﬁc case of maximum likelihood (discussed in Section 1.2.5), and that the over-ﬁtting problem can be understood as a general property of maximum likelihood. By adopting a Bayesian approach, the over-ﬁtting problem can be avoided. We shall see that there is no difﬁculty from a Bayesian perspective in employing models for which the number of parameters greatly exceeds the number of data points. Indeed, in a Bayesian model the effective number of parameters adapts automatically to the size of the data set.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,10,40,"Figure 1.7 Plots of M = 9 polynomials ﬁtted to the data set shown in Figure 1.2 using the regularized error function (1.4) for two values of the regularization parameter λ corresponding to ln λ = −18 and ln λ = 0. The case of no regularizer, i.e., λ = 0, corresponding to ln λ = −∞, is shown at the bottom right of Figure 1.4.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,10,41,"For the moment, however, it is instructive to continue with the current approach and to consider how in practice we can apply it to data sets of limited size where we \end{verbatim} egin{verbatim} x t ln λ = −18 0 1 −1 0 1 x t ln λ = 0 0 1 −1 0 1 may wish to use relatively complex and ﬂexible models. One technique that is often used to control the over-ﬁtting phenomenon in such cases is that of regularization, which involves adding a penalty term to the error function (1.2) in order to discourage the coefﬁcients from reaching large values. The simplest such penalty term takes the form of a sum of squares of all of the coefﬁcients, leading to a modiﬁed error function of the form E(w) = 1 2 N  n=1 {y(xn, w) −tn}2 + λ 2 ∥w∥2 (1.4) where ∥w∥2 ≡wTw = w2 0 + w2 1 + . . . + w2 M, and the coefﬁcient λ governs the rel- ative importance of the regularization term compared with the sum-of-squares error term. Note that often the coefﬁcient w0 is omitted from the regularizer because its inclusion causes the results to depend on the choice of origin for the target variable (Hastie et al., 2001), or it may be included but with its own regularization coefﬁcient (we shall discuss this topic in more detail in Section 5.5.1). Again, the error function in (1.4) can be minimized exactly in closed form. Techniques such as this are known in the statistics literature as shrinkage methods because they reduce the value of the coefﬁcients. The particular case of a quadratic regularizer is called ridge regres- sion (Hoerl and Kennard, 1970). In the context of neural networks, this approach is known as weight decay.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,10,42,Figure 1.7 shows the results of ﬁtting the polynomial of order M = 9 to the same data set as before but now using the regularized error function given by (1.4).,Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,11,43,"Table 1.2 Table of the coefﬁcients w⋆for M = 9 polynomials with various values for the regularization parameter λ. Note that ln λ = −∞corresponds to a model with no regularization, i.e., to the graph at the bottom right in Fig- ure 1.4. We see that, as the value of λ increases, the typical magnitude of the coefﬁcients gets smaller.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,11,44,Figure 1.8 Graph of the root-mean-square er- ror (1.3) versus ln λ for the M = 9 polynomial.,Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,11,45,"We see that, for a value of ln λ = −18, the over-ﬁtting has been suppressed and we now obtain a much closer representation of the underlying function sin(2πx). If, however, we use too large a value for λ then we again obtain a poor ﬁt, as shown in Figure 1.7 for ln λ = 0. The corresponding coefﬁcients from the ﬁtted polynomials are given in Table 1.2, showing that regularization has the desired effect of reducing \end{verbatim} egin{verbatim} ln λ = −∞ ln λ = −18 ln λ = 0 w⋆ 0 0.35 0.35 0.13 w⋆ 1 232.37 4.74 -0.05 w⋆ 2 -5321.83 -0.77 -0.06 w⋆ 3 48568.31 -31.97 -0.05 w⋆ 4 -231639.30 -3.89 -0.03 w⋆ 5 640042.26 55.28 -0.02 w⋆ 6 -1061800.52 41.32 -0.01 w⋆ 7 1042400.18 -45.95 -0.00 w⋆ 8 -557682.99 -91.53 0.00 w⋆ 9 125201.43 72.68 0.01 the magnitude of the coefﬁcients.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,11,46,"The impact of the regularization term on the generalization error can be seen by plotting the value of the RMS error (1.3) for both training and test sets against ln λ, as shown in Figure 1.8. We see that in effect λ now controls the effective complexity of the model and hence determines the degree of over-ﬁtting.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,11,47,"The issue of model complexity is an important one and will be discussed at length in Section 1.3. Here we simply note that, if we were trying to solve a practical application using this approach of minimizing an error function, we would have to ﬁnd a way to determine a suitable value for the model complexity. The results above suggest a simple way of achieving this, namely by taking the available data and partitioning it into a training set, used to determine the coefﬁcients w, and a separate validation set, also called a hold-out set, used to optimize the model complexity (either M or λ). In many cases, however, this will prove to be too wasteful of valuable training data, and we have to seek more sophisticated approaches.",Example: Polynomial Curve Fitting
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,12,48,Figure 1.9 We use a simple example of two coloured boxes each containing fruit (apples shown in green and or- anges shown in orange) to intro- duce the basic ideas of probability.,Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,12,49,"So far our discussion of polynomial curve ﬁtting has appealed largely to in- tuition. We now seek a more principled approach to solving problems in pattern recognition by turning to a discussion of probability theory. As well as providing the foundation for nearly all of the subsequent developments in this book, it will also ERMS ln λ −35 −30 −25 −20 0 0.5 1 Training Test \end{verbatim} egin{verbatim} give us some important insights into the concepts we have introduced in the con- text of polynomial curve ﬁtting and will allow us to extend these to more complex situations.",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,12,50,"A key concept in the ﬁeld of pattern recognition is that of uncertainty. It arises both through noise on measurements, as well as through the ﬁnite size of data sets. Prob- ability theory provides a consistent framework for the quantiﬁcation and manipula- tion of uncertainty and forms one of the central foundations for pattern recognition.",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,12,51,"When combined with decision theory, discussed in Section 1.5, it allows us to make optimal predictions given all the information available to us, even though that infor- mation may be incomplete or ambiguous.",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,12,52,"We will introduce the basic concepts of probability theory by considering a sim- ple example. Imagine we have two boxes, one red and one blue, and in the red box we have 2 apples and 6 oranges, and in the blue box we have 3 apples and 1 orange.",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,12,53,"This is illustrated in Figure 1.9. Now suppose we randomly pick one of the boxes and from that box we randomly select an item of fruit, and having observed which sort of fruit it is we replace it in the box from which it came. We could imagine repeating this process many times. Let us suppose that in so doing we pick the red box 40% of the time and we pick the blue box 60% of the time, and that when we remove an item of fruit from a box we are equally likely to select any of the pieces of fruit in the box.",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,12,54,"In this example, the identity of the box that will be chosen is a random variable, which we shall denote by B. This random variable can take one of two possible values, namely r (corresponding to the red box) or b (corresponding to the blue box). Similarly, the identity of the fruit is also a random variable and will be denoted by F. It can take either of the values a (for apple) or o (for orange).",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,13,55,"Figure 1.10 We can derive the sum and product rules of probability by considering two random variables, X, which takes the values {xi} where i = 1, . . . , M, and Y , which takes the values {yj} where j = 1, . . . , L.",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,13,56,"To begin with, we shall deﬁne the probability of an event to be the fraction of times that event occurs out of the total number of trials, in the limit that the total number of trials goes to inﬁnity. Thus the probability of selecting the red box is 4/10 \end{verbatim} egin{verbatim} In this illustration we have M = 5 and L = 3. If we consider a total number N of instances of these variables, then we denote the number of instances where X = xi and Y = yj by nij, which is the number of points in the corresponding cell of the array. The number of points in column i, corresponding to X = xi, is denoted by ci, and the number of points in row j, corresponding to Y = yj, is denoted by rj.",Probability Theory
Christopher M. Bishop,Pattern Recognition and Machine Learning,http://research.microsoft.com/∼cmbishop/PRML,Introduction,1,13,57,"and the probability of selecting the blue box is 6/10. We write these probabilities as p(B = r) = 4/10 and p(B = b) = 6/10. Note that, by deﬁnition, probabilities must lie in the interval [0, 1]. Also, if the events are mutually exclusive and if they include all possible outcomes (for instance, in this example the box must be either red or blue), then we see that the probabilities for those events must sum to one.",Probability Theory
